time,ask,price,bid,volume,trade_id,size
2017-04-05T17:07:03.351000Z,1125.51,1125.54000000,1125.13,7617.21791664,14168978,0.51156000
2017-04-05T17:08:22.197000Z,1125.56,1125.56000000,1124.98,7635.14196723,14168991,0.19011520
2017-04-05T17:09:24.101000Z,1125.51,1125.51000000,1125.44,7634.34960443,14169010,0.62899985
2017-04-05T17:10:12.205000Z,1125.96,1125.98000000,1125.85,7617.67283891,14169043,0.01088249
2017-04-05T17:11:13.507000Z,1125.96,1125.97000000,1125.95,7617.67283891,14169054,4.29245491
2017-04-05T17:12:13.643000Z,1125.97,1125.97000000,1125.89,7657.85493361,14169058,1.29850000
2017-04-05T17:13:17.487000Z,1125.99,1125.99000000,1125.89,7658.82650457,14169065,0.01000000
2017-04-05T17:14:17.885000Z,1125.96,1125.23000000,1125.58,7658.08270457,14169080,1.35118964
2017-04-05T17:15:20.212000Z,1125.97,1125.13000000,1125.44,7659.70136937,14169092,0.16620000
2017-04-05T17:16:27.378000Z,1125.97,1125.16000000,1125.35,7665.18456447,14169099,0.00020000
2017-04-05T17:17:28.997000Z,1125.92,1125.92000000,1125.24,7664.52723339,14169102,0.36830000
2017-04-05T17:18:30.531000Z,1125.87,1125.98000000,1125.78,7664.18680867,14169111,0.13639710
2017-04-05T17:19:31.428000Z,1125.98,1125.99000000,1125.78,7663.35457620,14169116,0.73470000
2017-04-05T17:20:32.338000Z,1125.97,1125.98000000,1125.78,7663.72547620,14169123,0.30690000
2017-04-05T17:21:03.134000Z,1125.79,1125.98000000,1125.78,7669.66376645,14169127,0.83321036
2017-04-05T17:22:05.838000Z,1125.98,1125.98000000,1125.78,7671.87646645,14169139,0.09150000
2017-04-05T17:23:08.743000Z,1125.98,1125.98000000,1125.97,7676.16876518,14169142,0.21050000
2017-04-05T17:24:22.089000Z,1125.99,1125.99000000,1125.98,7667.28525844,14169147,0.35290846
2017-04-05T17:25:23.633000Z,1126.98,1126.99000000,1126.43,7676.47025261,14169166,0.13173072
2017-04-05T17:26:31.968000Z,1126.65,1126.65000000,1126.5,7683.75445562,14169181,0.03766995
2017-04-05T17:27:19.123000Z,1126.88,1126.32000000,1126.31,7677.67609862,14169192,0.19940000
2017-04-05T17:28:20.429000Z,1126.96,1126.97000000,1126.83,7678.22535672,14169199,0.18280000
2017-04-05T17:29:22.730000Z,1126.98,1126.98000000,1126.97,7677.22547695,14169208,9.89600000
2017-04-05T17:30:43.196000Z,1126.98,1126.83000000,1126.83,7682.61870712,14169222,0.50189863
2017-04-05T17:31:35.447000Z,1126.57,1125.60000000,1125.68,7680.73220624,14169250,0.69735798
2017-04-05T17:32:44.261000Z,1126.65,1126.66000000,1126.24,7682.47532648,14169271,0.56174509
2017-04-05T17:33:32.748000Z,1126.99,1126.99000000,1126.98,7707.48117743,14169303,0.35010000
2017-04-05T17:34:41.583000Z,1127.19,1127.19000000,1127.18,7709.87949702,14169322,0.18377093
2017-04-05T17:35:37.408000Z,1127.18,1127.19000000,1126.24,7705.23520359,14169341,0.66895826
2017-04-05T17:36:42.134000Z,1127.21,1127.21000000,1126.39,7621.71249310,14169358,0.02477553
2017-04-05T17:37:43.222000Z,1127.99,1127.99000000,1127.37,7621.71249310,14169391,1.85170000
2017-04-05T17:38:46.465000Z,1128.85,1128.85000000,1128.24,7627.67466865,14169426,0.16370000
2017-04-05T17:39:48.609000Z,1128.99,1128.99000000,1128.48,7672.88169919,14169431,1.16530000
2017-04-05T17:40:21.327000Z,1128.51,1128.99000000,1128.5,7678.17294947,14169436,0.06000000
2017-04-05T17:41:43.967000Z,1128.97,1128.51000000,1128.52,7677.62454763,14169459,0.11108554
2017-04-05T17:42:50.553000Z,1128.97,1128.85000000,1128.81,7691.65477763,14169497,1.00000000
2017-04-05T17:43:47.703000Z,1129.41,1129.30000000,1129.31,7691.65477763,14169527,0.01620386
2017-04-05T17:44:43.869000Z,1129.98,1129.99000000,1129.97,7702.55599278,14169546,1.53225369
2017-04-05T17:45:43.458000Z,1129.99,1129.99000000,1129.98,7726.85617100,14169566,0.08676545
2017-04-05T17:46:35.674000Z,1130,1130.00000000,1129.99,7726.85617100,14169583,0.71490000
2017-04-05T17:47:37.883000Z,1130,1130.00000000,1129.99,7695.97349050,14169590,0.14450000
2017-04-05T17:48:50.497000Z,1130,1130.00000000,1129.96,7695.97349050,14169612,0.09869938
2017-04-05T17:49:43.232000Z,1130,1129.97000000,1129.96,7703.22206965,14169620,0.04000000
2017-04-05T17:50:44.745000Z,1129.98,1129.98000000,1129.96,7698.99693085,14169626,0.17925647
2017-04-05T17:51:50.584000Z,1129.96,1129.98000000,1129.95,7697.94895901,14169642,0.31078183
2017-04-05T17:52:48.934000Z,1129.97,1129.97000000,1129.96,7701.51663770,14169655,1.45730000
2017-04-05T17:53:56.610000Z,1129.98,1129.98000000,1129.96,7699.89093598,14169665,0.18000000
2017-04-05T17:54:56.044000Z,1126.94,1125.76000000,1125.79,7700.24680502,14169744,0.45598905
2017-04-05T17:55:55.833000Z,1125.69,1125.69000000,1125.29,7719.27771507,14169764,0.78158408
2017-04-05T17:56:57.963000Z,1124.28,1124.32000000,1123.72,7729.53859838,14169782,0.01210000
2017-04-05T17:57:58.674000Z,1122.34,1122.34000000,1122.28,7714.34688133,14169811,0.01279317
2017-04-05T17:58:31.655000Z,1123.9,1123.90000000,1123.21,7722.30969125,14169844,0.22354914
2017-04-05T17:59:58.394000Z,1125.54,1123.21000000,1124.33,7713.34613670,14169886,0.58047797
2017-04-05T18:00:58.112000Z,1125.33,1125.11000000,1125.11,7719.93541735,14169910,0.08919454
2017-04-05T18:01:38.599000Z,1125.02,1125.28000000,1124.7,7721.26071027,14169923,1.27980000
2017-04-05T18:02:52.951000Z,1124.44,1124.44000000,1124.14,7723.87174587,14169934,0.01313629
2017-04-05T18:03:48.799000Z,1124.73,1125.09000000,1124.51,7727.55977966,14169954,0.01178588
2017-04-05T18:04:52.425000Z,1124.39,1124.83000000,1123.67,7728.62725549,14169968,0.01816000
2017-04-05T18:05:51.997000Z,1125.77,1125.10000000,1125.63,7735.56093994,14170006,0.34820000
2017-04-05T18:07:00.050000Z,1129.99,1129.98000000,1129.48,7741.72233974,14170114,0.02000000
2017-04-05T18:08:05.298000Z,1129.86,1129.86000000,1129.85,7759.04978535,14170127,0.03000000
2017-04-05T18:09:03.744000Z,1129.93,1129.65000000,1129.68,7754.23458866,14170154,0.22781204
2017-04-05T18:10:03.310000Z,1130,1130.00000000,1129.99,7754.30887877,14170170,0.23138613
2017-04-05T18:11:06.071000Z,1132,1132.00000000,1131.99,7790.52113571,14170219,0.01477874
2017-04-05T18:12:07.510000Z,1133.41,1133.41000000,1132.67,7830.67378540,14170307,0.00003915
2017-04-05T18:13:07.845000Z,1133.19,1130.15000000,1131.02,7877.35439537,14170398,1.09835000
2017-04-05T18:13:56.642000Z,1131.79,1131.79000000,1131.78,7910.20264057,14170435,0.00088135
2017-04-05T18:15:07.266000Z,1130.5,1130.50000000,1130.45,7943.45001878,14170475,0.00000368
2017-04-05T18:16:09.443000Z,1130.42,1130.26000000,1129.84,8004.77837500,14170565,0.50000000
2017-04-05T18:17:08.653000Z,1129.36,1129.37000000,1128.87,8045.35678096,14170669,0.85000032
2017-04-05T18:17:49.191000Z,1131.04,1131.05000000,1131.03,8100.73889333,14170707,0.13540000
2017-04-05T18:19:04.996000Z,1131.58,1131.59000000,1131.57,8092.53969941,14170729,0.06831711
2017-04-05T18:20:06.034000Z,1131.59,1131.59000000,1131.58,8098.04139269,14170735,0.46312754
2017-04-05T18:21:09.277000Z,1131.7,1131.70000000,1131.69,8096.79434058,14170745,0.48300000
2017-04-05T18:22:14.788000Z,1131.97,1131.97000000,1131.96,8093.59222351,14170756,0.03000000
2017-04-05T18:22:59.884000Z,1131.97,1131.97000000,1131.96,8090.69212887,14170761,0.43380000
2017-04-05T18:24:15.240000Z,1131.97,1131.97000000,1131.96,8087.67724347,14170766,2.64363782
2017-04-05T18:25:17.900000Z,1130.7,1129.70000000,1130.08,8087.54283095,14170853,0.01226208
2017-04-05T18:26:19.089000Z,1129.79,1129.39000000,1129.03,8107.06099141,14170887,0.01000000
2017-04-05T18:27:15.228000Z,1129.73,1129.65000000,1128.54,8111.66737947,14170922,0.01000000
2017-04-05T18:28:11.735000Z,1130.46,1130.43000000,1130.43,8112.48445553,14170967,0.48650000
2017-04-05T18:29:16.447000Z,1130.46,1129.38000000,1129.24,8117.86279751,14170977,0.55010000
2017-04-05T18:30:20.437000Z,1129.9,1129.90000000,1129.89,8123.16766617,14171061,0.05893151
2017-04-05T18:31:21.796000Z,1129.98,1130.51000000,1129.88,8144.31964413,14171077,0.05287692
2017-04-05T18:31:51.775000Z,1129.9,1129.90000000,1129.89,8146.27870213,14171079,0.28340000
2017-04-05T18:33:20.653000Z,1129.39,1126.82000000,1129.14,8145.14818391,14171107,0.00328422
2017-04-05T18:34:01.104000Z,1129.33,1129.38000000,1129.14,8146.48923184,14171117,0.33840000
2017-04-05T18:35:23.269000Z,1129.88,1129.83000000,1129.25,8144.89055364,14171132,0.83059000
2017-04-05T18:36:05.958000Z,1129.05,1127.70000000,1128.85,8144.81002393,14171140,0.19170000
2017-04-05T18:36:57.656000Z,1129.34,1129.30000000,1129.21,8144.15570588,14171150,1.20000000
2017-04-05T18:38:22.755000Z,1129.29,1129.41000000,1128.68,8140.63273346,14171216,0.00525628
2017-04-05T18:39:20.663000Z,1130.99,1131.00000000,1129.9,8140.22500265,14171286,0.45190000
2017-04-05T18:40:22.799000Z,1131,1130.99000000,1130.99,8190.47916279,14171299,0.76270000
2017-04-05T18:41:28.033000Z,1131,1130.99000000,1130.99,8194.47105017,14171308,0.13285414
2017-04-05T18:42:27.862000Z,1131,1130.99000000,1130.99,8226.66982534,14171313,1.30000000
2017-04-05T18:43:16.359000Z,1131,1131.00000000,1130.99,8228.17280206,14171317,0.26459051
2017-04-05T18:44:11.493000Z,1131.07,1131.07000000,1131,8225.49001026,14171326,1.29050000
2017-04-05T18:45:14.173000Z,1131.07,1131.06000000,1131.02,8227.80806263,14171329,0.15960000
2017-04-05T18:46:26.414000Z,1131.06,1131.00000000,1131,8227.51349981,14171339,0.02971998
2017-04-05T18:47:25.273000Z,1130.97,1131.07000000,1130.62,8226.70384902,14171354,4.39278002
2017-04-05T18:48:35.212000Z,1129.78,1129.84000000,1128.79,8234.53180732,14171391,0.15816338
2017-04-05T18:49:29.776000Z,1130,1130.00000000,1129.37,8252.48840732,14171407,0.25450000
2017-04-05T18:50:38.481000Z,1129.96,1129.96000000,1129.39,8254.92983254,14171439,0.26483403
2017-04-05T18:51:35.129000Z,1130,1130.00000000,1129.77,8262.23949286,14171470,0.37000000
2017-04-05T18:52:37.696000Z,1129.94,1129.65000000,1129.65,8260.53896056,14171490,0.00330000
2017-04-05T18:53:33.262000Z,1129.89,1129.94000000,1129.55,8262.91478044,14171508,0.44139787
2017-04-05T18:54:28.991000Z,1129.98,1129.52000000,1129.52,8263.75081327,14171522,0.44786314
2017-04-05T18:55:37.632000Z,1129.99,1129.98000000,1129.6,8272.99183625,14171569,0.08489747
2017-04-05T18:56:28.119000Z,1130,1130.00000000,1129.87,8288.05916538,14171584,0.08807242
2017-04-05T18:57:40.610000Z,1130.87,1130.89000000,1130.17,8320.64459594,14171641,7.83585369
2017-04-05T18:58:28.751000Z,1131.08,1131.09000000,1130.55,8353.97803322,14171655,0.00410000
2017-04-05T18:59:38.665000Z,1130.47,1130.85000000,1130.44,8357.42622661,14171685,0.99364471
2017-04-05T19:00:35.048000Z,1130.79,1130.67000000,1130.46,8365.26204754,14171698,0.22880000
2017-04-05T19:01:42.056000Z,1130.41,1130.04000000,1130.02,8375.23747510,14171709,0.82213243
2017-04-05T19:02:43.121000Z,1130.23,1130.24000000,1129.85,8375.05913327,14171720,0.00410000
2017-04-05T19:03:44.741000Z,1130.2,1130.24000000,1129.83,8379.61543327,14171729,0.60140000
2017-04-05T19:04:46.193000Z,1129.96,1130.07000000,1129.81,8380.23300457,14171744,0.18290000
2017-04-05T19:05:47.904000Z,1129.94,1129.95000000,1129.81,8384.72671341,14171753,0.45420000
2017-04-05T19:06:37.405000Z,1128.95,1128.21000000,1128.2,8385.32930864,14171809,0.30732597
2017-04-05T19:07:46.732000Z,1126.87,1126.87000000,1126.84,8405.30762559,14171838,0.10000000
2017-04-05T19:08:46.085000Z,1126.21,1126.21000000,1126.2,8423.83629673,14171866,0.04995213
2017-04-05T19:09:45.302000Z,1126.02,1126.02000000,1126.01,8423.83629673,14171874,0.40649790
2017-04-05T19:10:47.505000Z,1125.56,1125.55000000,1125.55,8424.63699634,14171907,0.68240000
2017-04-05T19:11:39.437000Z,1125.51,1125.50000000,1125.5,8432.53418468,14171916,0.31990000
2017-04-05T19:12:40.975000Z,1125.51,1125.51000000,1125.5,8432.53418468,14171925,1.68980000
2017-04-05T19:13:45.191000Z,1125.51,1125.51000000,1125.5,8432.44700649,14171936,0.37810000
2017-04-05T19:14:48.382000Z,1125.42,1125.44000000,1125.26,8432.44700649,14171952,0.17160000
2017-04-05T19:15:49.947000Z,1125.57,1125.56000000,1125.56,8445.08418617,14171980,0.90530000
2017-04-05T19:16:54.911000Z,1127.76,1127.19000000,1127.26,8445.08418617,14172000,0.01410000
2017-04-05T19:17:55.858000Z,1128.24,1127.94000000,1128.04,8445.12443644,14172021,1.27440000
2017-04-05T19:18:43.128000Z,1128.28,1128.28000000,1128.27,8447.33121238,14172028,0.05000000
2017-04-05T19:19:58.239000Z,1128.29,1128.28000000,1128.28,8445.61887400,14172039,0.16170000
2017-04-05T19:20:56.127000Z,1129.66,1129.66000000,1128.91,8436.46497763,14172071,0.02046689
2017-04-05T19:21:55.768000Z,1130.34,1130.33000000,1130.33,8438.67120586,14172106,0.59856877
2017-04-05T19:22:58.967000Z,1130.98,1130.98000000,1130.64,8433.09875520,14172118,0.68240000
2017-04-05T19:24:00.633000Z,1129.21,1128.23000000,1128.23,8434.70773756,14172251,0.28913180
2017-04-05T19:24:57.368000Z,1127.42,1127.28000000,1127.27,8457.52642544,14172332,0.15720165
2017-04-05T19:25:46.895000Z,1127.27,1126.30000000,1126.32,8457.52642544,14172371,1.18150000
2017-04-05T19:26:52.088000Z,1128.66,1129.21000000,1128.26,8444.96529297,14172412,0.86577345
2017-04-05T19:28:04.069000Z,1127.68,1126.62000000,1126.63,8487.34791019,14172475,0.33448967
2017-04-05T19:28:56.617000Z,1128.81,1128.70000000,1128.24,8496.45414141,14172498,0.70500000
2017-04-05T19:30:05.698000Z,1129.06,1129.07000000,1128.6,8493.20261360,14172537,0.02841553
2017-04-05T19:31:04.092000Z,1129.08,1128.64000000,1128.66,8499.28305946,14172550,0.09770336
2017-04-05T19:32:03.304000Z,1128.64,1128.61000000,1128.63,8507.22669191,14172564,0.29480000
2017-04-05T19:33:06.267000Z,1129.09,1129.09000000,1128.92,8510.42872539,14172573,0.17330000
2017-04-05T19:34:08.461000Z,1129.9,1129.93000000,1129.6,8509.89815947,14172594,0.10260000
2017-04-05T19:34:44.804000Z,1129.62,1129.42000000,1129.61,8515.76875704,14172601,2.03230000
2017-04-05T19:36:03.927000Z,1130.98,1130.97000000,1130.97,8515.76875704,14172631,0.08415582
2017-04-05T19:37:10.919000Z,1131,1131.00000000,1130.99,8519.89276117,14172656,0.03960774
2017-04-05T19:38:03.551000Z,1131,1131.00000000,1130.99,8547.51571329,14172674,5.03966075
2017-04-05T19:39:00.245000Z,1131,1131.00000000,1130.99,8562.09827094,14172707,0.00009701
2017-04-05T19:40:03.758000Z,1131,1131.00000000,1130.99,8576.66002998,14172714,0.27375416
2017-04-05T19:41:06.553000Z,1131,1131.00000000,1130.99,8575.54406813,14172724,0.00007937
2017-04-05T19:42:10.916000Z,1131,1131.00000000,1130.99,8576.44559213,14172733,0.00007937
2017-04-05T19:43:04.522000Z,1130.99,1130.99000000,1130.98,8539.54864682,14172742,0.35207010
2017-04-05T19:44:17.458000Z,1131,1130.99000000,1130.98,8542.29918864,14172752,0.04000000
2017-04-05T19:45:18.970000Z,1130.94,1130.68000000,1130.68,8543.42345706,14172772,0.28167708
2017-04-05T19:46:04.661000Z,1130.99,1131.00000000,1130.97,8547.42188896,14172784,16.04383836
2017-04-05T19:47:24.903000Z,1130.51,1130.11000000,1130.11,8563.52341598,14172820,0.08088941
2017-04-05T19:48:14.137000Z,1129.32,1129.72000000,1129.31,8570.02990200,14172844,0.01570000
2017-04-05T19:49:26.936000Z,1129.28,1128.77000000,1128.76,8577.19293938,14172886,0.42082313
2017-04-05T19:50:24.679000Z,1129.31,1129.31000000,1129.3,8580.23550194,14172902,0.00009716
2017-04-05T19:51:21.576000Z,1130.97,1130.98000000,1130.86,8568.57324566,14172920,0.06595924
2017-04-05T19:52:28.267000Z,1131,1131.00000000,1130.99,8556.55794182,14172944,1.78776631
2017-04-05T19:53:23.475000Z,1131,1131.00000000,1130.99,8564.92297119,14172961,0.40830000
2017-04-05T19:54:29.043000Z,1131,1131.00000000,1130.99,8576.18368545,14172965,3.03620000
2017-04-05T19:55:31.231000Z,1131,1131.00000000,1130.99,8575.74075312,14172973,8.57150000
2017-04-05T19:56:33.229000Z,1131,1131.00000000,1130.99,8584.92126937,14172978,1.25538635
2017-04-05T19:57:08.931000Z,1130.96,1130.64000000,1130.64,8583.28224090,14172983,0.52240000
2017-04-05T19:58:31.149000Z,1130.89,1130.93000000,1130.17,8584.59489249,14173004,0.07314515
2017-04-05T19:59:28.052000Z,1130.72,1130.85000000,1130.63,8594.45040018,14173020,0.53978074
2017-04-05T20:00:20.336000Z,1130.98,1131.00000000,1130.97,8594.82830947,14173028,0.66997113
2017-04-05T20:01:35.969000Z,1131,1131.00000000,1130.99,8601.98060209,14173037,0.01000000
2017-04-05T20:02:36.185000Z,1131,1130.99000000,1130.99,8604.69246291,14173044,0.04649478
2017-04-05T20:03:25.977000Z,1131,1131.00000000,1130.99,8597.10912400,14173052,4.25720000
2017-04-05T20:04:28.064000Z,1131.22,1131.21000000,1131.21,8599.54069070,14173068,2.46910000
2017-04-05T20:05:39.387000Z,1131.29,1131.30000000,1130.14,8603.60532125,14173093,0.12737419
2017-04-05T20:06:35.085000Z,1131.19,1130.11000000,1130.2,8611.05270500,14173114,1.14540000
2017-04-05T20:07:40.570000Z,1131.19,1130.06000000,1130.07,8608.40283424,14173152,0.00800838
2017-04-05T20:08:30.685000Z,1130.75,1130.80000000,1130.65,8617.76749848,14173161,0.04874599
2017-04-05T20:09:36.818000Z,1130.99,1130.99000000,1130.63,8624.16390805,14173179,0.15000000
2017-04-05T20:10:18.292000Z,1130.82,1129.88000000,1129.95,8625.77371826,14173192,0.48178677
2017-04-05T20:11:33.246000Z,1130.8,1130.69000000,1130.1,8626.34749244,14173207,0.07850000
2017-04-05T20:12:27.965000Z,1130.87,1130.83000000,1130.26,8625.18634865,14173215,0.14399649
2017-04-05T20:13:44.898000Z,1130.46,1130.47000000,1130.28,8625.18634865,14173224,0.02900000
2017-04-05T20:14:47.505000Z,1130.04,1129.76000000,1129.48,8625.76673229,14173238,0.26640000
2017-04-05T20:15:49.258000Z,1130.3,1130.51000000,1130.16,8624.78701719,14173254,0.06000000
2017-04-05T20:16:41.170000Z,1129.89,1129.45000000,1129.46,8624.78152928,14173262,1.59621000
2017-04-05T20:17:43.494000Z,1129.93,1129.93000000,1129.92,8619.61335894,14173285,0.37040000
2017-04-05T20:18:53.942000Z,1129.88,1129.88000000,1129.5,8622.42081804,14173299,0.85000000
2017-04-05T20:19:49.025000Z,1129.73,1129.30000000,1129.69,8622.42081804,14173311,0.30580000
2017-04-05T20:20:51.256000Z,1129.23,1129.31000000,1129.22,8625.17722089,14173329,0.54570000
2017-04-05T20:21:56.101000Z,1128.87,1128.87000000,1128.48,8633.12536826,14173355,0.75680000
2017-04-05T20:22:48.684000Z,1128.75,1128.78000000,1128.45,8636.34070003,14173369,0.00191763
2017-04-05T20:23:39.341000Z,1128.49,1128.48000000,1128.48,8636.34070003,14173383,0.12000000
2017-04-05T20:24:47.668000Z,1127.33,1128.15000000,1127.27,8641.15048068,14173405,0.00550000
2017-04-05T20:25:33.708000Z,1127.95,1127.95000000,1127.36,8631.12868653,14173417,0.69120000
